ID,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,Family,Class,thermal guild,a,b,CF,SGFGu,Range,Frequency,Abundance,MaxLength,Trophic Level,Trophic group,Trophic group2,Water column,Diel Activity,Habitat,Min depth ,Max depth ,Mean depth,IUCN,Introduced,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf
,Aulacocephalus temminckii,Aulacocephalus temminckii,Serranidae,Actinopterygii,temperate,,,,,81,69,2,40,4,Higher carnivore,Higher carnivore,Demersal,Day,coral,20,350,,NA,No,20.894,21.173,24.381,1,0.522903,1
,Calotomus viridescens,Calotomus viridescens,Labridae,Actinopterygii,tropical,,,,,188,69,2,21,2,Scraping herbivore,Herbivore,Demersal,Day,coral,4,30,,LC,No,25.5496,26.152,30.836,2,,
,Dascyllus carneus,Dascyllus carneus,Pomacentridae,Actinopterygii,tropical,,,,,2407,69,101,7,2.7,Planktivore,Planktivore,Demersal,Day,coral,5,40,,NA,No,29.2157,29.3365,32.821,3,24.0564684,3
,Forsterygion lapillum,Forsterygion lapillum,Tripterygiidae,Actinopterygii,temperate,,,,,187,69,17,6.7,3.2,Benthic invertivore,Benthic invertivore,benthic,Day,rock,0,20,,NA,No,17.6435,17.696,21.61,2,15.2368881,3
,Forsterygion malcolmi,Forsterygion malcolmi,Tripterygiidae,Actinopterygii,temperate,,,,,185,69,6,12.2,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,rock,2,35,,NA,No,17.6435,17.726,21.512,2,13.0655478,3
,Ophioblennius steindachneri,Ophioblennius steindachneri,Blenniidae,Actinopterygii,tropical,,,,,672,69,17,18,2.7,Browsing herbivore,Herbivore,benthic,Day,rock,0,18,,LC,No,26.0035,25.4915,30.21,3,29.1994909,3
,Parablennius serratolineatus,Parablennius serratolineatus,Blenniidae,Actinopterygii,temperate,,,,,10,69,20,12.5,2.6153162055336,Browsing herbivore,Herbivore,benthic,Day,rock,,,,,,21.303,21.2765,23.895,1,1.1367393,1
,Patiria pectinifera,Patiria pectinifera,Asterinidae,Asteroidea,temperate,,,,,473,69,102,4,,omnivore,Herbivore,benthic,,rock,,,,NA,No,14.4585,13.938,27.8,3,,
,Sargocentron hormion,Sargocentron hormion,Holocentridae,Actinopterygii,tropical,,,,,198,69,5,16.6,3.5,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,1,42,,NA,No,22.891,23.2705,25.975,1,11.02159,1
,Sufflamen verres,Sufflamen verres,Balistidae,Actinopterygii,tropical,,,,,603,69,9,40,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,3,36,,LC,No,26.381,25.8135,30.354,3,27.6134136,3
,Apogon atradorsatus,Apogon atradorsatus,Apogonidae,Actinopterygii,tropical,,,,,456,68,932,8.9,3.5,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,3,46,,LC,No,25.3845,25.0995,29.75,3,8.6681121,3
,Chelmonops curiosus,Chelmonops curiosus,Chaetodontidae,Actinopterygii,temperate,,,,,971,68,2,26,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,2,40,,LC,No,19.084,18.307825,23.33965,3,27.2266639,3
,Chromis limbata,Chromis limbata,Pomacentridae,Actinopterygii,temperate,,,,,128,68,68,12,3.4,Planktivore,Planktivore,Demersal,Day,rock,5,45,,NA,No,21.349,21.4125,24.613,2,4.4790393,1
,Mycteroperca olfax,Mycteroperca olfax,Serranidae,Actinopterygii,tropical,,,,,419,68,5,120,4.5,Higher carnivore,Higher carnivore,Demersal,Day,coral,5,73,,VU,No,24.697875,23.8925,27.64,3,8.4882896,3
,Pomacentrus sulfureus,Pomacentrus sulfureus,Pomacentridae,Actinopterygii,tropical,,,,,1970,68,24,11,2.6,Omnivore,Herbivore,Demersal,Day,coral,1,5,,NA,No,27.098625,27.611825,33.011,3,10.75867,1
,Abudefduf abdominalis,Abudefduf abdominalis,Pomacentridae,Actinopterygii,tropical,,,,,24,67,7,30,3,Planktivore,Planktivore,Demersal,Day,coral,1,50,,NA,No,25.6595,25.7133,27.3996,1,,
,Abudefduf sparoides,Abudefduf sparoides,Pomacentridae,Actinopterygii,tropical,,,,,358,67,3,16,3,Planktivore,Planktivore,Demersal,Day,coral,0,6,,NA,No,27.8435,27.653,30.052,1,,
,Aipysurus tenuis,Aipysurus tenuis,Elapidae,Reptilia,tropical,,,,,24,67,1,140,,Higher carnivore,Higher carnivore,benthic,,coral,,,,DD,No,26.0962,26.317,30.562,1,,
,Amalda australis,Amalda australis,Olividae,Gastropoda,temperate,,,,,33,67,1,,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,NA,No,17.553,17.705025,21.40375,1,,
,Amblyeleotris japonica,Amblyeleotris japonica,Gobiidae,Actinopterygii,temperate,,,,,221,67,2,7.4,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,NA,No,22.458425,23.230375,31.136,1,,
,Angaria delphinus,Angaria delphinus,Angariidae,Gastropoda,tropical,,,,,10,67,2,,,Browsing herbivore,Herbivore,benthic,,coral,,,,,,27.639,27.3195,30.836,1,,
,Artedius corallinus,Artedius corallinus,Cottidae,Actinopterygii,temperate,,,,,28,67,2,14,3.7,Benthic invertivore,Benthic invertivore,benthic,Day,rock,4,21,,NA,No,15.33085,16.1109,19.3658,1,,
,Astralium pileolum,Astralium pileolum,Turbinidae,Gastropoda,tropical,,,,,10,67,3,4.3,,Scraping herbivore,Herbivore,benthic,,coral,,,,NA,No,26.8609,26.725,31.31,1,,
,Caloria indica,Caloria indica,Facelinidae,Gastropoda,tropical,,,,,10,67,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,20.578,20.365,24.56,1,,
,Casmaria ponderosa,Casmaria ponderosa,Cassidae,Gastropoda,tropical,,,,,10,67,1,5,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,NA,No,26.776,26.893,29.554,1,,
,Chaetodon marleyi,Chaetodon marleyi,Chaetodontidae,Actinopterygii,temperate,,,,,207,67,6,20,2.7,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,4,120,,LC,No,18.1791,19.5045,24.07,1,,
,Chlamys farreri,Chlamys farreri,Pectinidae,Bivalvia,temperate,,,,,10,67,1,,,Planktivore,Planktivore,benthic,,rock,,,,NA,No,13.4238,15.8505,26.6,1,,
,Cremnochorites capensis,Cremnochorites capensis,Tripterygiidae,Actinopterygii,temperate,,,,,10,67,1,8,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,rock,5,30,,NA,No,17.073,17.12,19.301,1,,
,Cymatogaster aggregata,Cymatogaster aggregata,Embiotocidae,Actinopterygii,temperate,,,,,110,67,199,20.3,3,Benthic invertivore,Benthic invertivore,pelagic site attached,Day,rock,4,146,,NA,No,10.2365,8.239,17.656,1,,
,Cymbacephalus nematophthalmus,Cymbacephalus nematophthalmus,Platycephalidae,Actinopterygii,tropical,,,,,14,67,1,58,4,higher carnivore,Higher carnivore,benthic,Night,sand,,,,NA,No,28.283275,27.8113,32.3896,1,,
,Dichistius capensis,Dichistius capensis,Dichistiidae,Actinopterygii,temperate,,,,,10,67,3,80,3.3,Benthic invertivore,Benthic invertivore,pelagic non-site attached,Day,water column,,,,NA,No,17.073,17.12,19.301,1,,
,Diloma bicanaliculata,Diloma bicanaliculata,Trochidae,Gastropoda,temperate,,,,,10,67,1,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,17.575,17.6625,21.385,1,,
,Diplodus capensis,Diplodus capensis,Sparidae,Actinopterygii,temperate,,,,,232,67,6,45,2.7,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,4,50,,NA,No,18.1725,19.5045,24.07,1,4.1619381,1
,Dirona albolineata,Dirona albolineata,Dironidae,Gastropoda,temperate,,,,,65,67,2,18,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,10.75725,9.65255,17.487,1,,
,Ecsenius dentex,Ecsenius dentex,Blenniidae,Actinopterygii,tropical,,,,,74,67,1,4.8,2,Omnivore,Herbivore,benthic,Day,coral,4,4,,NA,No,26.4144,26.6778,30.8136,1,,
,Ecsenius frontalis,Ecsenius frontalis,Blenniidae,Actinopterygii,tropical,,,,,10,67,2,8,,Browsing herbivore,Herbivore,benthic,Day,coral,,,,,,24.2551,24.8409,28.5945,1,,
,Ecsenius gravieri,Ecsenius gravieri,Blenniidae,Actinopterygii,tropical,,,,,10,67,1,8,,Browsing herbivore,Herbivore,benthic,Day,coral,,,,,,24.263,24.847,28.649,1,,
,Ecsenius minutus,Ecsenius minutus,Blenniidae,Actinopterygii,tropical,,,,,48,67,2,4,2,Browsing herbivore,Herbivore,benthic,Day,coral,,,,NA,No,29.3935,29.5425,30.843,1,,
,Ecsenius nalolo,Ecsenius nalolo,Blenniidae,Actinopterygii,tropical,,,,,10,67,2,6.5,2,Browsing herbivore,Herbivore,benthic,Day,coral,,,,NA,No,28.7645,29.227,33.011,1,,
,Enneapterygius kermadecensis,Enneapterygius kermadecensis,Tripterygiidae,Actinopterygii,temperate,,,,,85,67,9,3.3,2.9,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,,,20.7975,21.051,24.344,1,4.203724,1
,Eubalichthys caeruleoguttatus,Eubalichthys caeruleoguttatus,Monacanthidae,Actinopterygii,temperate,,,,,14,67,1,38,2.8,Omnivore,Herbivore,Demersal,Day,rock,22,82,,DD,No,22.1105,22.28135,24.2514,1,,
,Euprymna tasmanica,Euprymna tasmanica,Sepiolidae,Cephalopoda,temperate,,,,,12,67,2,4,,Benthic invertivore,Benthic invertivore,Demersal,Night,sand,0,15,,DD,No,16.192,16.242,21.101,1,,
,Eutrigla gurnardus,Eutrigla gurnardus,Triglidae,Actinopterygii,temperate,,,,,10,67,3,60,3.6,Benthic invertivore,Benthic invertivore,benthic,Night,sand,10,340,,NA,No,10.513,10.7557,19.9188,1,,
,Flabellina sp. [falklandica cf],Flabellina spp.,Flabellinidae,Gastropoda,temperate,,,,,27,67,5,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,6.7758,6.74675,10.349,0,,
,Furcina osimae,Furcina osimae,Cottidae,Actinopterygii,temperate,,,,,10,67,1,8,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,NA,No,13.311,15.8505,26.6,1,,
,Genicanthus caudovittatus,Genicanthus caudovittatus,Pomacanthidae,Actinopterygii,tropical,,,,,10,67,8,20,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,70,,LC,No,26.17945,25.764,30.483,1,,
,Goniistius zebra,Goniistius zebra,Cheilodactylidae,Actinopterygii,temperate,,,,,10,67,3,22.1,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,,,,NA,No,22.124,23.2895,31.136,1,,
,Gymnothorax breedeni,Gymnothorax breedeni,Muraenidae,Actinopterygii,tropical,,,,,10,67,15,100,4.5,Higher carnivore,Higher carnivore,benthic,Night,coral,4,40,,NA,No,28.302,28.3975,29.298,1,,
,Haliotis fulgens,Haliotis fulgens,Haliotidae,Gastropoda,temperate,,,,,10,67,16,,,Browsing herbivore,Herbivore,benthic,,rock,,,,,,17.8262,17.8765,22.136,1,,
,Hexagrammos agrammus,Hexagrammos agrammus,Hexagrammidae,Actinopterygii,temperate,,,,,10,67,1,30,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,,,,NA,No,17.69355,17.60685,30.1127,1,,
,Holothuria polii,Holothuria polii,Holothuriidae,Holothuroidea,temperate,,,,,405,67,2,,,Omnivore,Herbivore,benthic,,rock,,,,,,,,,,,
,Hypoplectrus aberrans,Hypoplectrus aberrans,Serranidae,Actinopterygii,tropical,,,,,324,67,3,13,3.6,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,3,15,,NA,No,28.2705,28.5315,30.32,1,,
,Labrisomus cricota,Labrisomus cricota,Labrisomidae,Actinopterygii,tropical,,,,,10,67,1,9.3,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,rock,0,4,,NA,No,27.14,29.3775,34.145,1,,
,Laticauda laticaudata,Laticauda laticaudata,Laticaudidae,Reptilia,tropical,,,,,10,67,1,136,,Benthic invertivore,Benthic invertivore,pelagic non-site attached,Day,coral,,,,LC,No,27.232375,27.276375,29.13075,1,,
,Leiocottus hirundo,Leiocottus hirundo,Cottidae,Actinopterygii,temperate,,,,,10,67,2,25,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,NA,No,15.215,15.7335,18.611,1,,
,Leptojulis chrysotaenia,Leptojulis chrysotaenia,Labridae,Actinopterygii,tropical,,,,,10,67,2,11,3.7,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,,,,,,,,,,,
,Mauritia arabica,Mauritia arabica,Cypraeidae,Gastropoda,tropical,,,,,10,67,4,10,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Mitra idae,Mitra idae,Mitridae,Gastropoda,temperate,,,,,10,67,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,17.801,18.2394,21.65635,1,,
,Myoxocephalus scorpius,Myoxocephalus scorpius,Cottidae,Actinopterygii,temperate,,,,,1779,67,2,60,3.9,Benthic invertivore,Benthic invertivore,benthic,Day,rock,0,451,,NA,No,5.397,9.3562,20.1274,3,,
,Neoamphicyclus altoffi,Neoamphicyclus altoffi,Cucumariidae,Holothuroidea,temperate,,,,,10,67,3,3.3,,omnivore,Herbivore,benthic,,rock,,,,NA,No,20.578,20.365,24.56,1,,
,Nudibranchia sp. [white spots],Nudibranchia spp.,(blank),Gastropoda,temperate,,,,,10,67,1,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,6.3587,5.95475,9.8784,0,,
,Orthonopias triacis,Orthonopias triacis,Cottidae,Actinopterygii,temperate,,,,,693,67,2,10,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,NA,No,13.7235,13.195,19.586,3,8.9287717,1
,Ostorhinchus rubrimacula,Ostorhinchus rubrimacula,Apogonidae,Actinopterygii,tropical,,,,,10,67,8,10.15,3.53355077190694,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,,,,,,27.3606,27.4394,30.402,1,,
,Pachymetopon aeneum,Pachymetopon aeneum,Sparidae,Actinopterygii,temperate,,,,,25,67,5,55,3.2,Browsing herbivore,Herbivore,Demersal,Day,rock,20,50,,NA,No,19.23,19.8305,23.5525,1,,
,Paguristes gamianus,Paguristes gamianus,Diogenidae,Malacostraca,temperate,,,,,187,67,10,,,omnivore,Herbivore,benthic,,rock,,,,NA,No,18.126,18.5785,22.345,1,,
,Pagurus lanuginosus,Pagurus lanuginosus,Paguridae,Malacostraca,temperate,,,,,10,67,10,,,omnivore,Herbivore,benthic,,rock,,,,NA,No,13.311,15.8505,26.6,1,,
,Paracirrhites xanthus,Paracirrhites xanthus,Cirrhitidae,Actinopterygii,tropical,,,,,45,67,1,10,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,28.0636,28.056,29.477,1,,
,Pempheris adspersa,Pempheris adspersa,Pempherididae,Actinopterygii,temperate,,,,,120,67,22,15,3,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,0,20,,NA,No,17.7165,17.7344,21.512,2,18.812014,3
,Periclimenes yucatanicus,Periclimenes yucatanicus,Palaemonidae,Malacostraca,tropical,,,,,12,67,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Petricia imperialis,Petricia imperialis,Asteropseidae,Asteroidea,temperate,,,,,44,67,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,21.008975,21.181325,24.381,1,,
,Phenacovolva rosea,Phenacovolva rosea,Ovulidae,Gastropoda,temperate,,,,,10,67,2,6.5,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,20.578,20.365,24.56,1,,
,Plaxiphora aurata,Plaxiphora aurata,Mopaliidae,Polyplacophora,temperate,,,,,10,67,2,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,7.478,7.7189,11.193,1,,
,Pleuronichthys coenosus,Pleuronichthys coenosus,Pleuronectidae,Actinopterygii,temperate,,,,,10,67,1,36,3.2,Benthic invertivore,Benthic invertivore,benthic,Night,sand,18,350,,NA,No,16.817525,17.543325,21.7535,1,,
,Polycera faeroensis,Polycera faeroensis,Polyceridae,Gastropoda,temperate,,,,,10,67,4,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,10.177,10.4765,14.971,1,,
,Pseudanthias regalis,Pseudanthias regalis,Serranidae,Actinopterygii,tropical,,,,,10,67,1033,6.2,3.3,Planktivore,Planktivore,pelagic site attached,Day,coral,0,30,,NA,No,28.2585,28.5445,29.747,1,,
,Pseudaphritis urvillii,Pseudaphritis urvillii,Bovichtidae,Actinopterygii,temperate,,,,,10,67,2,36,,Benthic invertivore,Benthic invertivore,benthic,Night,sand,,,,,,14.2505,14.336,18.329,0,,
,Pseudocentrotus depressus,Pseudocentrotus depressus,Strongylocentrotidae,Echinoidea,temperate,,,,,20,67,2,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,21.1731,21.6421,28.0562,1,,
,Pseudocnella insolens,Pseudocnella insolens,Cucumariidae,Holothuroidea,temperate,,,,,187,67,2954,,,omnivore,Herbivore,benthic,,rock,,,,NA,No,18.126,18.5785,22.345,1,,
,Pupillaea aperta,Pupillaea aperta,Fissurellidae,Gastropoda,temperate,,,,,218,67,2,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,18.1725,18.642,22.345,1,,
,Scarus falcipinnis,Scarus falcipinnis,Labridae,Actinopterygii,tropical,,,,,10,67,2,60,2,Scraping herbivore,Herbivore,Demersal,Day,coral,,,,LC,No,28.536,28.271,30.572,1,,
,Scolopsis frenatus,Scolopsis frenatus,Nemipteridae,Actinopterygii,tropical,,,,,10,67,2,26,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,5,20,,NA,No,28.7631,29.227,33.011,1,,
,Sepia rozella,Sepia rozella,Sepiidae,Cephalopoda,temperate,,,,,10,67,2,14,,Benthic invertivore,Benthic invertivore,Demersal,Night,rock,,,,DD,No,20.247,20.2935,22.919,1,,
,Spondyliosoma emarginatum,Spondyliosoma emarginatum,Sparidae,Actinopterygii,temperate,,,,,239,67,14,45,2.8,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,4,60,,NA,No,18.1725,19.5045,24.07,1,,
,Stegastes insularis,Stegastes insularis,Pomacentridae,Actinopterygii,tropical,,,,,10,67,26,11,2,Algal farmer,Herbivore,Demersal,Day,coral,1,10,,NA,No,28.044,28.0625,30.209,1,,
,Stegastes pictus,Stegastes pictus,Pomacentridae,Actinopterygii,tropical,,,,,10,67,15,7.5,2,Algal farmer,Herbivore,Demersal,Day,coral,,,,NA,No,26.156,26.3445,28.079,1,,
,Sufflamen albicaudatum,Sufflamen albicaudatum,Balistidae,Actinopterygii,tropical,,,,,231,67,2,22,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,2,20,,NA,No,24.059225,23.8733,29.65715,1,,
,Synaptula reciprocans,Synaptula reciprocans,Synaptidae,Holothuroidea,temperate,,,,,10,67,4,,,Omnivore,Herbivore,benthic,,rock,,,,,,22.664,22.8727,29.0674,1,,
,Tambja capensis,Tambja capensis,Polyceridae,Gastropoda,temperate,,,,,10,67,7,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,17.0265,17.0565,19.301,1,,
,Thorogobius ephippiatus,Thorogobius ephippiatus,Gobiidae,Actinopterygii,temperate,,,,,99,67,2,13,3,Benthic invertivore,Benthic invertivore,benthic,Day,sand,6,40,,NA,No,8.673,6.928,14.971,1,,
,Turbo cidaris,Turbo cidaris,Turbinidae,Gastropoda,temperate,,,,,10,67,3,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,17.042775,17.078725,19.301,1,,
,Aplodactylus lophodon,Aplodactylus lophodon,Aplodactylidae,Actinopterygii,temperate,,,,,227,66,6,45,2,Browsing herbivore,Herbivore,Demersal,Day,rock,0,10,,NA,No,18.6945,18.6715,23.239,3,24.2863178,3
,Cephalopholis panamensis,Cephalopholis panamensis,Serranidae,Actinopterygii,tropical,,,,,595,66,5,31,4.1,Higher carnivore,Higher carnivore,Demersal,Day,rock,4,80,,LC,No,26.776,26.5271,30.292,3,22.4504158,3
,Hemitaurichthys zoster,Hemitaurichthys zoster,Chaetodontidae,Actinopterygii,tropical,,,,,1110,66,10,18,3.1,Planktivore,Planktivore,Demersal,Day,coral,,,,LC,No,29.60925,29.5995,30.95,1,13.7853912,3
,Pictilabrus laticlavius,Pictilabrus laticlavius,Labridae,Actinopterygii,temperate,,,,,983,66,3,30,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,0,30,,LC,No,17.33,16.9965,23.239,3,27.0507848,3
,Canthigaster punctatissima,Canthigaster punctatissima,Tetraodontidae,Actinopterygii,tropical,,,,,706,65,9,9,3,Omnivore,Herbivore,Demersal,Day,coral,3,21,,LC,No,27.3227,26.8599,30.292,3,24.3273515,3
,Diplodontias singularis,Diplodontias singularis,Odontasteridae,Asteroidea,temperate,,,,,718,65,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,9.516025,10.254175,18.83135,3,,
,Scorpaena maderensis,Scorpaena maderensis,Scorpaenidae,Actinopterygii,temperate,,,,,1208,65,4,14,4.1,Benthic invertivore,Benthic invertivore,benthic,Day,rock,20,40,,NA,No,21.349,21.257,24.705,2,13.0851386,2
,Sparisoma cretense,Sparisoma cretense,Labridae,Actinopterygii,temperate,,,,,1097,65,13,50,2.9,Scraping herbivore,Herbivore,Demersal,Day,rock,20,50,,LC,No,21.466,22.7815,28.975,2,12.2708074,1
,Symphodus mediterraneus,Symphodus mediterraneus,Labridae,Actinopterygii,temperate,,,,,514,65,2,18,3.1,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,1,50,,LC,No,18.2772,19.2115,26.85,2,11.7717888,3
,Acanthurus sohal,Acanthurus sohal,Acanthuridae,Actinopterygii,tropical,,,,,76,64,4,40,2,Browsing herbivore,Herbivore,Demersal,Day,coral,,,,LC,No,26.6475,27.09775,32.0565,2,,
,Aulostomus strigosus,Aulostomus strigosus,Aulostomidae,Actinopterygii,temperate,,,,,72,64,3,75,4.2,Higher carnivore,Higher carnivore,Demersal,Day,rock,5,25,,NA,No,21.635,21.782,24.613,2,5.278513,1
,Coryphopterus hyalinus,Coryphopterus hyalinus,Gobiidae,Actinopterygii,tropical,,,,,18,64,79,2.5,2.9,Omnivore,Herbivore,benthic,Day,sand,8,52,,LC,No,27.3165,26.6805,31.063,1,2.6819392,1
,Eupentacta quinquesemita,Eupentacta quinquesemita,Sclerodactylidae,Holothuroidea,temperate,,,,,30,64,2,10,,omnivore,Herbivore,benthic,,rock,,,,NA,No,15.259,16.221,19.586,1,,
,Halichoeres malpelo,Halichoeres malpelo,Labridae,Actinopterygii,tropical,,,,,10,64,103,15,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,10,10,,VU,No,26.905,26.9305,27.64,1,,
,Hypoplectrodes maccullochi,Hypoplectrodes maccullochi,Serranidae,Actinopterygii,temperate,,,,,268,64,7,45,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,rock,5,50,,NA,No,19.651,19.6225,24.56,3,28.7994531,3
,Labrus bergylta,Labrus bergylta,Labridae,Actinopterygii,temperate,,,,,761,64,3,65.9,3.1,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,1,50,,LC,No,10.0519,9.73995,20.5949,3,,
,Lepidonectes corallicola,Lepidonectes corallicola,Tripterygiidae,Actinopterygii,tropical,,,,,122,64,5,8.9,2.6,Benthic invertivore,Benthic invertivore,benthic,Day,coral,1,12,,VU,No,24.1585,23.8175,27.186,3,13.7727321,3
,Patagonotothen tessellata,Patagonotothen tessellata,Nototheniidae,Actinopterygii,temperate,,,,,379,64,4,28,3.7,Benthic invertivore,Benthic invertivore,benthic,Night,rock,,,,NA,No,7.1566,7.5118,11.193,1,,
,Pomatoschistus pictus,Pomatoschistus pictus,Gobiidae,Actinopterygii,temperate,,,,,671,64,22,6,3.1,Planktivore,Planktivore,benthic,Day,sand,1,55,,NA,No,10.524625,11.39815,20.55395,1,,
,Aequipecten opercularis,Aequipecten opercularis,Pectinidae,Bivalvia,temperate,,,,,118,63,6,11,,Planktivore,Planktivore,benthic,,rock,,,,NA,No,9.19325,7.6335,15.943,1,,
,Burnupena cincta,Burnupena cincta,Buccinidae,Gastropoda,temperate,,,,,246,63,19,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,18.1725,18.642,22.345,1,,
,Chaetodon argentatus,Chaetodon argentatus,Chaetodontidae,Actinopterygii,tropical,,,,,10,63,2,20,2.6,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,5,20,,LC,No,27.138875,26.3369,31.8418,1,,
,Chromis notata,Chromis notata,Pomacentridae,Actinopterygii,tropical,,,,,1049,63,40,17,3.4,Planktivore,Planktivore,Demersal,Day,coral,2,15,,NA,No,21.932625,23.182,31.136,1,,
,Cucumaria georgiana,Cucumaria georgiana,Cucumariidae,Holothuroidea,polar,,,,,10,63,64,,,Planktivore,Planktivore,benthic,,rock,,,,,,,,,,,
,Halichoeres solorensis,Halichoeres solorensis,Labridae,Actinopterygii,tropical,,,,,244,63,12,18,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,,,,LC,No,29.842,29.7695,30.793,1,13.6949399,3
,Haliotis midae,Haliotis midae,Haliotidae,Gastropoda,temperate,,,,,201,63,2,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,17.457825,17.6527,20.3664,1,,
